Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2025-06-12 13:30:00+00:00,6017.240234375,6021.2001953125,6003.8798828125,6009.89990234375,190560986
2025-06-12 14:00:00+00:00,6033.85009765625,6034.91015625,6015.77978515625,6017.6298828125,201467625
2025-06-12 14:30:00+00:00,6035.7099609375,6040.5,6032.47021484375,6033.89013671875,172173957
2025-06-12 15:00:00+00:00,6032.68017578125,6044.669921875,6025.60986328125,6035.7001953125,167606957
2025-06-12 15:30:00+00:00,6033.52978515625,6034.43994140625,6026.7998046875,6032.7099609375,126556723
2025-06-12 16:00:00+00:00,6038.85986328125,6040.10009765625,6028.7998046875,6033.56982421875,135239603
2025-06-12 16:30:00+00:00,6033.66015625,6041.91015625,6030.56982421875,6038.85009765625,130530000
2025-06-12 17:00:00+00:00,6037.97021484375,6041.77001953125,6033.009765625,6033.580078125,120805000
2025-06-12 17:30:00+00:00,6039.580078125,6044.2099609375,6038.009765625,6038.009765625,98203000
2025-06-12 18:00:00+00:00,6036.81982421875,6042.759765625,6033.81005859375,6039.66015625,112959000
2025-06-12 18:30:00+00:00,6042.39990234375,6042.4599609375,6034.0,6036.8701171875,115612000
2025-06-12 19:00:00+00:00,6041.6298828125,6044.10009765625,6039.81005859375,6042.31982421875,133578000
2025-06-12 19:30:00+00:00,6045.2001953125,6045.2001953125,6033.1201171875,6041.6201171875,365100000
2025-06-13 13:30:00+00:00,5987.85986328125,6010.1298828125,5987.18994140625,5994.7998046875,381440167
2025-06-13 14:00:00+00:00,5975.89990234375,5998.18994140625,5974.68017578125,5988.0498046875,231922703
2025-06-13 14:30:00+00:00,5999.31982421875,6001.1298828125,5974.64990234375,5976.419921875,204603820
2025-06-13 15:00:00+00:00,6013.5498046875,6013.89990234375,5997.60009765625,5999.2998046875,161785536
2025-06-13 15:30:00+00:00,6020.72998046875,6024.8798828125,6011.3798828125,6013.60009765625,132514774
2025-06-13 16:00:00+00:00,6016.64990234375,6026.16015625,6015.7099609375,6020.669921875,126251000
2025-06-13 16:30:00+00:00,6018.81005859375,6022.2900390625,6011.27001953125,6016.56982421875,115028000
2025-06-13 17:00:00+00:00,6003.77978515625,6019.52978515625,6000.58984375,6018.830078125,119174000
2025-06-13 17:30:00+00:00,6005.8798828125,6008.60009765625,5998.3798828125,6003.77001953125,112540000
2025-06-13 18:00:00+00:00,5979.43994140625,6010.22021484375,5978.669921875,6005.830078125,146773000
2025-06-13 18:30:00+00:00,5979.27978515625,5980.5498046875,5964.259765625,5979.31982421875,166251000
2025-06-13 19:00:00+00:00,5970.8798828125,5983.93017578125,5968.7001953125,5979.3701171875,182242000
2025-06-13 19:30:00+00:00,5977.47998046875,5979.77978515625,5963.2099609375,5970.89013671875,479231000
2025-06-16 13:30:00+00:00,6036.64990234375,6039.8701171875,6004.0,6004.0,223261328
2025-06-16 14:00:00+00:00,6046.72998046875,6047.81005859375,6036.39013671875,6036.39013671875,218332296
2025-06-16 14:30:00+00:00,6046.080078125,6050.830078125,6044.27001953125,6046.89990234375,198820648
2025-06-16 15:00:00+00:00,6040.18017578125,6047.39013671875,6039.52978515625,6045.7900390625,204464705
2025-06-16 15:30:00+00:00,6037.93994140625,6044.81982421875,6035.39990234375,6040.3798828125,147898429
2025-06-16 16:00:00+00:00,6037.14013671875,6043.009765625,6035.31005859375,6037.97021484375,117819000
2025-06-16 16:30:00+00:00,6033.740234375,6038.52001953125,6032.06982421875,6037.58984375,105977000
2025-06-16 17:00:00+00:00,6040.31982421875,6041.830078125,6030.39990234375,6033.7998046875,117204000
2025-06-16 17:30:00+00:00,6029.97021484375,6043.2099609375,6028.68994140625,6040.3701171875,108988000
2025-06-16 18:00:00+00:00,6032.31005859375,6034.93017578125,6029.72998046875,6029.9501953125,112410000
2025-06-16 18:30:00+00:00,6031.97998046875,6033.7998046875,6025.43017578125,6032.39013671875,111377000
2025-06-16 19:00:00+00:00,6027.06982421875,6032.5498046875,6023.39990234375,6031.97021484375,161135000
2025-06-16 19:30:00+00:00,6033.3798828125,6034.39990234375,6024.81005859375,6027.08984375,408043000
2025-06-17 13:30:00+00:00,6015.06005859375,6015.7001953125,6005.81982421875,6014.759765625,332235281
2025-06-17 14:00:00+00:00,6018.68017578125,6023.25,6010.9501953125,6015.58984375,196552660
2025-06-17 14:30:00+00:00,6011.60009765625,6020.419921875,6011.27978515625,6018.5498046875,166950934
2025-06-17 15:00:00+00:00,6011.68017578125,6023.25,6010.85986328125,6011.52978515625,161351087
2025-06-17 15:30:00+00:00,6013.9501953125,6018.6298828125,6008.89013671875,6011.72998046875,140382567
2025-06-17 16:00:00+00:00,6018.5,6022.06005859375,6013.27978515625,6014.0,117790471
2025-06-17 16:30:00+00:00,6004.16015625,6022.56005859375,6002.2001953125,6018.43994140625,118678000
2025-06-17 17:00:00+00:00,5996.85986328125,6007.7900390625,5996.85986328125,6004.0400390625,128103000
2025-06-17 17:30:00+00:00,5987.509765625,6005.1201171875,5983.18017578125,5996.81982421875,139572000
2025-06-17 18:00:00+00:00,5980.31005859375,5987.669921875,5976.5,5987.35986328125,141253000
2025-06-17 18:30:00+00:00,5987.7099609375,5987.7099609375,5974.7998046875,5980.330078125,128881000
2025-06-17 19:00:00+00:00,5988.85009765625,5989.91015625,5980.77001953125,5987.60986328125,144823000
2025-06-17 19:30:00+00:00,5982.06005859375,5990.77978515625,5980.240234375,5988.83984375,415481000
